	shannon
SRS063768.572357	4.698734074797104
SRS015442.574505	2.7979642566246197
SRS043234.575941	2.672184736657861
SRS063053.571634	3.6340001498287036
SRS046087.572586	3.6064997803578382
SRS023522.570862	1.5537883072799072
SRS018912.574764	2.345324095721761
SRS049760.575944	3.3563320564930224
SRS017669.575476	2.24186302327195
SRS023573.573175	2.4119982797970234
SRS016895.571704	3.033603513376504
SRS015864.571929	3.9223055957129938
SRS022123.573520	3.6599153036210863
SRS042602.576042	4.567010798788523
SRS052219.571813	3.3310566612161177
SRS011492.575589	5.236130289856467
SRS020380.570596	1.9594992747541309
SRS015289.573347	4.2097901577699
SRS048865.575190	2.7490853357995895
SRS022444.576605	2.3336768631401363
SRS016176.571781	3.190926562162885
SRS011608.571955	2.5397442708650515
SRS017729.572551	3.181841710864505
SRS015653.576327	2.6803781803147695
SRS043187.576512	2.859605863723337
SRS055187.572837	3.9753952275657523
SRS050616.572815	2.530233981334528
SRS015901.574464	2.4503007216151635
SRS055924.572484	2.621383874451428
SRS051731.576145	3.546040241034261
SRS022000.573464	2.3698427500765904
SRS021577.574288	3.232784101203407
SRS052485.571433	2.770195092422202
SRS051180.572263	3.163184154346962
SRS014247.574495	4.487065288518267
SRS014976.574876	4.517654968763404
SRS043640.574145	3.0290807618989057
SRS018807.570852	2.011366685337284
SRS014667.573539	2.1156572241303184
SRS019308.575508	2.9297469980095965
SRS017430.573431	2.823217194488513
SRS016257.574135	3.0267885320763552
SRS023635.571795	2.327161388928605
SRS050248.575779	3.850445461251081
SRS019886.574743	4.404590797347022
SRS018910.573653	2.0676445143245465
SRS022508.572115	2.2536058253972113
SRS015442.570933	2.7410730272658577
SRS022516.573952	1.758240213675659
SRS065078.570992	3.470516297698206
SRS043640.570707	2.804456413623394
SRS021571.573561	2.3108740537394215
SRS064961.571040	3.3322778229018937
SRS020026.571898	2.489428646888657
SRS014140.572638	5.344943716896417
SRS015137.570595	3.616095201551852
SRS018763.570470	3.175279969839486
SRS023015.571424	2.9445730389314915
SRS065444.571479	3.3399505848279487
SRS047320.574478	2.647648477749751
SRS045752.574465	3.397115715532709
SRS045406.575731	2.907671696162933
SRS011680.571972	3.6208525800241524
SRS049090.573895	6.812188851097864
SRS057750.571270	2.3937843327125883
SRS011498.574585	3.780216950953056
SRS015249.573685	3.376183697593848
SRS049834.574597	4.3818316004180335
SRS024183.576442	5.937383161080731
SRS042602.573620	4.560197651571562
SRS019677.576109	4.238705616344522
SRS024295.572734	3.08218468509014
SRS045482.570708	2.7661155209000676
SRS015858.571023	2.2383633148085704
SRS023635.573954	2.3520835418518242
SRS021271.574277	2.527057061522288
SRS023077.571945	3.4767170926837627
SRS021514.571073	2.553989011959736
SRS021013.573224	1.9222240112112612
SRS021889.574177	2.8759690539560316
SRS063560.570328	4.559248842603639
SRS019081.571164	2.78370929046297
SRS046477.575373	3.919018236722712
SRS062961.572443	2.4449419927728346
SRS064510.576479	3.639398958835433
SRS011641.576166	2.436097597693059
SRS021577.571142	3.7652383069427584
SRS016097.572579	3.7145720422012203
SRS043994.575348	2.6757639129614357
SRS016370.573876	3.2676193693709337
SRS066188.574369	4.58140951014176
SRS053764.574580	2.125029326507956
SRS044317.574068	4.269720274338117
SRS057422.570575	3.71518268314912
SRS047499.570495	2.123529522392352
SRS016099.573124	2.9134198506230207
SRS022000.571277	2.293399637125404
SRS020026.570504	2.381635730906273
SRS018809.571007	2.0175490183897082
SRS045400.572092	1.564498553977106
SRS019081.571869	2.6873836528498023
SRS065479.571950	4.593832258167554
SRS066188.575917	4.470584045498715
SRS062608.574707	3.1816971556211495
SRS017557.573152	4.9610465073418455
SRS019556.575387	5.204347230559727
SRS019001.570319	2.4357965964617105
SRS043241.576031	2.7029447417226398
SRS063753.574538	3.988191490806843
SRS063782.574309	3.252306910397795
SRS052485.576352	2.564025210261968
SRS063018.571904	3.5871107649729264
SRS024490.573772	3.4665788049056703
SRS065718.570491	4.051997726943016
SRS016054.575632	4.051403003215175
SRS011608.571095	2.4237039807473115
SRS063956.573671	3.693495199628265
SRS016259.573521	2.466751648719293
SRS062733.573796	3.529142920448642
SRS063304.575740	3.471675555825698
SRS011440.575835	3.130091723769848
SRS011551.570826	3.392917466812135
SRS065506.575305	3.1000058298178867
SRS047581.572578	3.769708213825272
SRS042205.570479	2.7421810525670773
SRS054512.573551	4.895207286283366
SRS054288.575810	3.6738959901754082
SRS016046.570712	2.8198899378148443
SRS043378.570462	2.8408824927479515
SRS046500.572964	3.242215182367855
SRS016020.571798	2.7223313815132335
SRS044477.575453	2.028525928639462
SRS022645.573550	2.5733379052981524
SRS063488.571099	2.6333040378503143
SRS046835.573816	4.47071146036342
SRS024301.575112	3.172819681471316
SRS011557.574742	3.785364157222612
SRS022510.575660	3.207501946070407
SRS019552.570705	3.513870408160213
SRS023518.570717	3.043265284362079
SRS022952.576202	3.3962435372496627
SRS022006.570249	2.2916948661877297
SRS015954.572388	3.66913816545379
SRS042121.574621	2.031358540478462
SRS023021.572692	5.1793383021798185
SRS019367.570418	2.1652834604790296
SRS011380.571623	3.3787309131619887
SRS015192.572843	3.7913873930074415
SRS022257.572432	7.011143942245008
SRS057422.573208	3.386106359250971
SRS047424.571038	1.2685649804186525
SRS015766.571590	5.541428104978681
SRS045667.572931	5.771286858502254
SRS064713.570404	5.7019582854422275
SRS023326.570900	5.6536280091140885
SRS014675.572296	4.850611153285794
SRS019671.572447	5.259696519913463
SRS017115.574357	6.493846184568706
SRS057633.572878	6.039411892981314
SRS049168.570677	4.722698977218726
SRS051423.575006	4.660740093145102
SRS063235.576457	5.582313634012079
SRS020429.574349	5.813082006021437
SRS055847.572863	5.951641663806758
SRS024351.572201	5.535126303569735
SRS016281.573855	4.935064291936415
SRS015833.576515	5.499011981576289
SRS050826.570301	5.125689051113937
SRS015409.571129	4.468205295114039
SRS056733.573002	4.743974295004372
SRS052423.575301	5.192745744677698
SRS054219.570472	5.092238639983015
SRS020934.570856	5.557043175947676
SRS015472.573611	5.1483135069150885
SRS020706.574857	6.222816529806113
SRS015835.573896	5.946042156160334
SRS055136.573148	5.372319313328132
SRS024470.576077	4.909504303042207
SRS024357.575421	6.003408260917758
SRS017026.573207	5.25769715624072
SRS051849.574340	5.05216579075137
SRS024525.573168	4.431988344096982
SRS011287.575677	4.797379186360102
SRS014675.570277	4.987312832129665
SRS016131.571991	4.915401173731973
SRS015358.570878	4.943361470788802
SRS013658.572826	5.537332091786912
SRS044617.574931	4.862185254237594
SRS024357.573218	5.7547928207130665
SRS042958.573164	4.278481112424504
SRS014966.572749	5.4475892341725505
SRS014655.571388	4.642422059958883
SRS018603.570389	5.259238457029494
SRS016361.572905	5.400601013589707
SRS018102.573993	4.656111935562628
SRS064792.571884	5.382129826039441
SRS020608.573317	5.547471035094248
SRS055643.576379	5.427098384550486
SRS058500.571443	5.505367475865487
SRS042331.571157	5.099330957204382
SRS015720.572657	5.114509757512822
SRS020781.572164	4.737070009341907
SRS021814.570948	6.183887604826347
SRS015929.576320	4.872219685761634
SRS049990.576615	5.788377343844995
SRS015188.571136	5.841250355107805
SRS045391.574055	5.2283281279011975
SRS063388.575262	5.855290691457037
SRS022743.574759	5.5346946063622795
SRS064983.574771	4.302187418433286
SRS017304.575372	5.165731770754463
SRS019109.570546	5.538764473430584
SRS023391.574995	5.977897366361155
SRS022438.574454	5.980617956560029
SRS011545.574166	5.757664043108473
SRS019101.573186	4.8702800698339805
SRS018999.574114	5.242744018421349
SRS046986.571002	5.435575690881046
SRS015574.575989	5.8816235933428
SRS022761.573161	5.384852365319933
SRS018999.574577	5.244212478070346
SRS011157.572834	5.671918499275931
SRS015133.575616	5.76897283741143
SRS045526.575924	5.334719124575976
SRS049949.573920	5.434060623840851
SRS024151.575546	6.576319716214834
SRS020413.572892	5.468799489301721
SRS054488.574137	5.348455404137841
SRS014235.575451	6.521237468978748
SRS011271.570242	4.572914969705359
SRS021427.576368	5.291527270189934
SRS064335.576415	4.5372563621048325
SRS014369.575805	6.205625819764393
SRS011157.576495	5.685312634738571
SRS063524.570449	4.157989455507406
SRS019846.570854	5.630637337313391
SRS011293.571970	5.814765602585647
SRS019582.573708	6.066382003314987
SRS051031.574296	6.046329518102479
SRS015960.575325	5.1003792729301365
SRS015782.570244	6.24213795159592
SRS020233.571448	6.581738505731408
SRS065628.571993	4.795194773641889
SRS063275.571197	4.141915159904892
SRS046893.575277	6.127013732118819
SRS021427.570998	5.076541580690673
SRS011271.575925	4.641064184760969
SRS020153.571342	3.0875387630198805
SRS011415.570700	5.229509897588469
SRS013687.574921	5.190425577941134
SRS011415.570853	5.04483636788142
SRS014287.575983	5.875925995333207
SRS014287.574014	5.983144502591535
SRS014823.573220	5.7273954240906475
SRS017935.573883	6.051289926676163
SRS048819.571287	5.906823700602517
SRS050141.570382	5.801431332982433
SRS024094.573524	4.909882967276067
SRS023859.573648	6.126841799431328
SRS023893.574689	2.7965290685491215
SRS051407.575881	0.7911949941825546
SRS023699.572848	3.199358237891852
SRS018226.573119	2.428239101022123
SRS019089.573755	6.361813909428173
SRS015452.570749	5.784600208106425
SRS019089.571081	6.207243953855091
SRS016152.575818	4.586248977332957
SRS046341.570935	5.5870971573312165
SRS024568.571681	4.1836544649634035
SRS042703.572864	4.934416403288193
SRS023914.571128	4.978067746878242
SRS044088.570276	5.285381117200484
SRS022414.574380	6.090755498156205
SRS049164.574384	5.766700808391019
SRS050374.573413	5.430195255018809
SRS024454.573057	5.967876259363689
SRS046349.572107	5.804908252094066
SRS018864.571631	7.281861193418524
SRS018583.576186	4.235616970655763
SRS015334.571697	2.366323054297637
SRS050422.574087	5.6793366791788875
SRS017935.572108	6.007226941109001
SRS049982.576069	5.586087279738081
SRS017266.574666	3.9473714240571454
SRS057901.571477	5.200249399799836
SRS057258.572794	4.262970355545713
SRS050422.573287	5.813158247539678
SRS049823.574392	5.393179314212955
SRS020119.575886	5.884572554815603
SRS013258.573427	2.3623231229652655
SRS014827.573877	3.9053942812511355
SRS045406.571635	3.1529391034334218
SRS019675.575098	3.92274767593966
SRS064351.574043	2.3754815646163085
SRS058051.573080	3.0734578573203826
SRS013798.570432	3.8729396306842343
SRS055787.575702	2.2667553248140737
SRS062699.571647	2.3143972662531254
SRS052228.572282	4.1606203027659685
SRS046963.575804	3.118172255979862
SRS056867.572643	5.341219478264849
SRS014677.573693	5.386801467814511
SRS019401.573789	1.8568826396903186
SRS063268.571310	5.361918672246227
SRS019677.574620	4.32745926949285
SRS022319.570266	2.5384520455024293
SRS017422.574862	1.9703053617575448
SRS024596.575619	2.7441246477266708
SRS020956.575530	3.294748133929765
SRS020204.574165	2.9730690045780555
SRS018577.573436	1.91991242206475
SRS024179.570624	2.558779080613494
SRS016261.572598	5.775791972397759
SRS042716.575424	3.0577099879194605
SRS023764.570336	2.157695748954711
SRS014970.574640	3.6408331398041334
SRS023206.573846	2.0900033129286295
SRS056824.576013	4.152125683489009
SRS048224.571446	3.4120094791735958
SRS043339.576316	2.736619509657118
SRS043058.571455	2.297283316738068
SRS057943.576239	3.3365148909488425
SRS011555.575224	2.417669743455234
SRS058818.574909	2.6256055918582684
SRS016209.574999	6.323149349125169
SRS046871.572946	2.3662689833751065
SRS014933.575007	3.4263819340744335
SRS046089.575775	3.904426771684061
SRS044605.570831	3.0946650372471955
SRS011553.575856	2.7080080529189976
SRS057704.575118	5.405352114472598
SRS019451.574354	2.4361383291662175
SRS045406.572058	2.931401288108791
SRS019779.573196	5.359843183821491
SRS021334.574240	3.487432692233595
SRS018858.574681	2.9067111576672504
SRS017485.573511	3.9305714301369963
SRS022639.573013	3.4256570769413752
SRS062799.574300	5.111879775139258
SRS024240.575340	3.541638286773077
SRS017675.571900	5.531590993135909
SRS024541.573516	3.126344853003426
SRS023581.573474	2.962411045484723
SRS063675.575921	4.868040583880819
SRS021970.574298	6.078209271871202
SRS023791.575870	2.087765136280692
SRS023302.575573	3.611793241846648
SRS022798.573725	3.8198464379461528
SRS045350.575299	4.153422811045636
SRS054932.576172	2.6984317028858755
SRS021601.573747	5.731469117558665
SRS058416.575342	4.802000354758125
SRS048838.571581	2.252254079867148
SRS013386.571797	4.473472578493361
SRS014809.576477	5.2726610673360925
SRS043769.570931	3.4783707406022346
SRS021484.575748	5.146420933708093
SRS046216.575963	5.436499521825679
SRS016203.576485	5.528582778851584
SRS022354.575121	5.254468119503339
SRS055647.575734	2.0950626299403483
SRS049428.573332	5.612575108777779
SRS020869.573690	6.321436763400397
SRS063608.576098	3.8058407760916775
SRS018489.573389	5.4000219926704895
SRS057676.574615	4.414146187504139
SRS056832.575423	3.4183347891480196
SRS042572.572619	3.239055821237956
SRS049766.576553	3.2331076928385407
SRS052116.575641	5.237093278762176
SRS021241.571478	3.983774539821777
SRS021364.571294	5.677427353360115
SRS042843.573330	3.57574160074977
SRS011413.574891	5.486580199599465
SRS019990.576063	4.648099840467357
SRS013762.575688	4.891671583040433
SRS045877.575035	3.8671581308736958
SRS017821.573378	5.797491441786166
SRS022894.574275	3.3737510367252255
SRS020176.576090	5.481866092528893
SRS057447.570806	5.3130445443225875
SRS018068.575993	4.158155832474966
SRS024265.573046	5.5892443974113935
SRS023208.573236	5.882609449486758
SRS064921.571676	5.590051573249348
SRS042436.570527	5.062843049498916
SRS043411.575709	5.204369590707783
SRS011300.570651	5.234155393552936
SRS022735.571961	4.182701099260177
SRS064905.575113	4.787768320749776
SRS056505.575284	4.947032336836525
SRS063898.575103	4.128672663551131
SRS020137.570915	3.623163446953955
SRS055482.574421	5.203465777527801
SRS042290.576606	5.380366602886442
SRS023545.572820	5.020108352787118
SRS016056.575793	4.410782195489081
SRS014345.572672	3.281115407227838
SRS024331.574224	5.488589082726857
SRS013386.571770	4.432396855493617
SRS011273.572136	5.793021848254691
SRS017103.576059	5.612857147751945
SRS047967.575857	4.952944672210293
SRS047449.576433	5.650810179323553
SRS055039.570233	3.9636027054019096
SRS023799.576516	5.953408111168336
SRS063797.574234	5.0159452683398635
SRS063921.575363	2.404778555906956
SRS023488.574897	4.1989415622454835
SRS019267.572944	4.081518968721809
SRS011300.575427	5.14799738576971
SRS015281.574499	4.82827309547208
SRS024511.576341	4.794649493642898
SRS023176.574817	3.822120773894646
SRS024208.572355	4.13643220868473
SRS024126.571039	6.250508390599673
SRS022924.571645	4.408248663366909
SRS045910.574904	4.733572288811327
SRS020470.572461	5.030793902493283
SRS020641.575934	3.594180417534533
SRS021109.576014	4.09673336670229
SRS016841.576191	5.0740968275709495
SRS065500.572377	5.095201050657095
SRS051892.575685	6.198890551568089
SRS011413.572250	5.509975257869524
SRS023176.573947	3.8175742809650957
SRS023488.572611	4.3922546714203525
SRS019013.571902	4.411431867168602
SRS021304.570956	4.374344189118103
SRS019910.573732	5.586950737276211
SRS021541.571910	4.445284911693145
SRS016753.575947	3.7290465913787956
SRS011405.573854	5.369292184647582
SRS048819.570802	6.259185275005444
SRS014572.575816	3.6352232968809686
SRS017878.574593	4.812956087928201
SRS016954.573937	5.236100254462601
SRS011159.572846	5.988604555944289
SRS016916.571068	4.391006721805224
SRS062427.570882	4.867907055238543
SRS018250.572026	3.8269972079913566
SRS063918.574122	1.534062567112921
SRS055137.575999	5.403458108492268
SRS014442.576591	5.07829751571627
SRS011551.574606	3.3224960376118906
SRS020527.573698	3.7561486155245105
SRS055934.571557	5.0677719542101025
SRS015518.572205	3.65776058730437
SRS016990.572825	4.998171653155977
SRS011452.570650	4.256266075328288
SRS064321.574734	4.390719547580629
SRS015466.572522	6.178371018035189
SRS021810.571723	5.622858502279661
SRS015466.570631	6.257552537105493
SRS016335.574806	4.887829148286761
SRS023671.575037	5.034621756777492
SRS015854.576212	5.51637072422347
SRS023242.573391	4.017512903257546
SRS014978.570429	5.091816423646704
SRS015247.573888	5.925756747753802
SRS014659.575591	6.720564642212815
SRS016095.576115	5.125998873812044
SRS042415.573963	4.432436659264884
SRS022546.571178	5.73713134695846
SRS064276.575695	5.943085011535314
SRS022858.574406	4.8760737466432325
SRS018817.576371	4.884058691812091
SRS024167.576405	5.143973659604773
SRS062847.575019	3.8422142510386657
SRS020926.575158	3.87661696060025
SRS052555.574767	5.515134056908555
SRS052697.573305	6.191175064971645
SRS022069.575313	4.189194425432257
SRS014885.571435	5.616298449817556
SRS021758.571258	6.502026585462594
SRS011410.570454	4.60064830174851
SRS022159.574664	4.9366225787787235
SRS062610.573115	5.504126808360072
SRS021724.575151	5.178695981926432
SRS046639.576096	5.609022429776862
SRS011653.571620	4.873824541469846
SRS011653.575556	4.97021977714706
SRS020350.575544	6.315922836058908
SRS011410.572647	4.689456974893509
SRS024682.575524	3.542116691612117
SRS051086.572033	4.478005935097197
SRS054608.570991	6.152343772032547
SRS054928.573085	5.6577620185754975
SRS020755.570974	6.38129414012608
SRS020983.570993	6.117500316607644
SRS020995.573872	4.648348743940598
SRS024265.576465	5.604749569625465
SRS011621.570901	5.005210535311573
SRS049959.573354	5.951330669507688
SRS062712.575780	5.428196150026888
SRS022033.573903	5.735530415599773
SRS063807.575011	4.865927066798914
SRS019685.572621	5.937580828506111
SRS053304.575180	6.884721906111897
SRS016660.575938	5.768626097675162
SRS011559.576361	4.316461460733055
SRS065223.574448	4.4445152711992835
SRS046027.572134	4.5991662923467755
SRS023059.574799	3.4848012345184323
SRS011655.572054	5.587521823171261
SRS017545.572420	5.576127338061782
SRS054576.573402	5.4564945638446645
SRS017139.573399	5.648311093018766
SRS011456.573478	4.632239437460208
SRS017284.572497	4.230535497108256
SRS024466.570577	5.177941526774711
SRS014653.570943	5.1416202386275165
SRS014952.574697	4.981938423867298
SRS014677.575520	5.486007829082173
SRS024576.576449	6.186458380140936
SRS021988.573812	3.5016185579274186
SRS058741.575501	5.458593248433476
SRS013705.571069	5.521243641350267
SRS049648.573969	3.9412158994589173
SRS047001.571855	6.157500886688294
SRS047494.574345	5.058771392185024
SRS057051.573000	5.49151603850752
SRS045466.572805	4.878080298741261
SRS023118.574128	4.61019435863272
SRS019111.574286	5.482418561527196
SRS022113.572306	5.5956976855049945
SRS058537.570272	4.871598668431485
SRS019576.573022	5.65615493414869
SRS050055.571322	5.746805087562174
SRS056493.570588	5.731433783885522
SRS019669.576106	4.7208396999662545
SRS049622.575233	4.710577481175865
SRS014750.572577	4.766563639026904
SRS047906.573266	5.025401333092017
SRS056606.571512	6.400758208187344
SRS024523.572191	4.977830708715208
SRS046510.576286	4.5714421476565015
SRS021265.573644	5.340031267471842
SRS042483.576037	5.781001275170059
SRS020712.572364	5.742497711813998
SRS021267.571135	5.039478099873789
SRS042504.574041	5.381470086723408
SRS043574.573665	4.855710925061932
SRS057320.571159	6.038268741194328
SRS011468.570781	4.579560642502132
SRS064628.573621	5.821271697030772
SRS042698.573231	5.314129707452714
SRS024468.575837	5.556635408513214
SRS065310.573919	5.53182644459621
SRS021744.575257	4.6213815954676205
SRS011359.571824	5.419487517372815
SRS018805.575518	4.154520831854601
SRS022167.573156	5.793803101948563
SRS018997.572061	5.585605753620237
SRS058507.573700	5.674477824384468
SRS022309.575766	3.6240893852768634
SRS055868.574175	5.112700318180102
SRS021625.575852	4.816522356982872
SRS015998.570239	5.682004866906023
SRS051881.575743	4.183988533739808
SRS055461.570552	4.812611491256966
SRS014593.576089	5.39844598390904
SRS057726.572080	4.950439175058546
SRS056304.572810	5.375739516637556
SRS058527.570895	4.533427612810699
SRS017943.572194	5.345550407032654
SRS049637.573142	4.046737126051707
SRS022502.575048	5.040348346470655
SRS045378.571569	4.361942012680168
SRS050640.572251	5.782245340614828
SRS045197.570482	5.876056240355652
SRS019263.572911	6.106603716110324
SRS024273.571685	5.2812720873124634
SRS023500.574751	5.063973710545365
SRS019663.570318	5.111074247579991
SRS051265.571940	5.1157419555907815
SRS057603.575084	5.661095901940465
SRS062800.575564	4.486553909165587
SRS017541.576030	5.774701150207032
SRS021936.574731	5.35278438756802
SRS044700.571582	5.18692473208845
SRS049196.576435	5.857808767599152
SRS052335.575186	5.569730947318137
SRS015454.574299	5.923304396410942
SRS053128.574849	5.136267404385231
SRS056736.575904	5.0646506418977815
SRS024470.573418	4.982209871130319
SRS021083.570607	3.83533488844651
SRS062616.573016	5.068248438473036
SRS019103.574954	5.595429652973963
SRS064672.570868	5.148520664578836
SRS063438.571772	5.836389737911838
SRS046051.576095	5.894672728191918
SRS045945.574613	5.192866901759464
SRS024108.572288	5.5465234123596145
SRS013470.571694	5.058395880871489
SRS024230.573517	4.435176802421615
SRS056170.571047	5.310308291077118
SRS019095.570320	5.1223196345114195
SRS024400.571393	5.054320666463177
SRS045908.573844	5.138686971104615
SRS063651.570977	5.820401712667168
SRS063891.574229	5.619001138287549
SRS019667.574698	4.483903590654501
SRS015121.572624	4.73766083939838
SRS017353.570867	4.68390421930436
SRS021003.572842	4.756645371868864
SRS014428.575496	5.146888029812396
SRS015821.571589	4.898500027405044
SRS016325.574134	4.446314369983201
SRS014281.576380	6.2651982357584055
SRS063501.576213	4.824576323015291
SRS015297.571957	4.472994793410432
SRS046272.576523	5.797498245665125
SRS051886.573889	5.065882709369084
SRS011655.573884	5.551555323315282
SRS064539.572456	4.414652110812172
SRS047341.573701	5.844277903091909
SRS065010.572006	5.831125374124098
SRS023938.573037	5.008456506780808
SRS063984.574811	4.4280296476049985
SRS057423.574889	5.3618198374861255
SRS055868.570723	4.474387860165312
SRS018595.576550	5.3400396724882695
SRS022105.574004	5.286640677034274
SRS063416.572482	5.86847156455421
SRS063494.572889	5.702220349706608
SRS020310.575172	5.557051675238316
SRS042441.576114	5.628173053268334
SRS018451.572625	5.769387383958979
SRS045871.575997	5.152783859325249
SRS018325.573321	5.068495099794259
SRS015309.575767	4.977063456087092
SRS044314.573955	4.707279525096296
SRS023047.572929	6.074344121271271
SRS021910.573604	6.269125296840853
SRS016606.576073	5.095982887794803
SRS023734.573571	6.2377564009106905
SRS015663.574452	5.827270683710708
SRS014927.573723	5.417765619153661
SRS011508.572603	4.237739166256969
SRS045414.575582	4.504430739964821
SRS052196.570693	5.32596189796333
SRS013563.573535	4.603957976980305
SRS024071.576150	1.0065727363423385
SRS017280.571593	5.236727429169316
SRS062703.571305	6.385507924607906
SRS013456.570558	5.662141819305834
SRS014663.570263	5.840711444584474
SRS013822.574319	5.752457692409484
SRS046412.574062	3.315015648844427
SRS021637.576250	3.5371946668988508
SRS013776.572463	5.40723287490699
SRS016865.574316	4.418868937214787
SRS064750.571977	5.04948726612661
SRS013717.574324	5.729295661973682
SRS051758.572576	4.216056525477349
SRS045607.576274	5.554064868249399
SRS013237.572332	4.705917944392326
SRS053525.572269	4.200480565453724
SRS013177.574389	4.113367294334892
SRS015568.574928	4.879208332709046
SRS022669.575393	3.41200912134991
SRS016170.573583	5.917190308550783
SRS013474.572674	5.003053314136534
SRS043353.576305	5.689547369859424
SRS013732.572807	5.125187218775954
SRS018133.570446	4.263392638604796
SRS023069.572973	5.128188936799365
SRS011521.576216	5.472667192392922
SRS046313.573233	4.03257605629315
SRS047327.576169	5.828890304562268
SRS053061.575205	4.4427030738711775
SRS011165.572829	5.222088321498553
SRS017274.573248	6.142575678633662
SRS042803.572349	4.091358988412708
SRS015127.573384	6.151709356289847
SRS048722.571397	4.198162131308143
SRS012191.575409	5.791880739402032
SRS013680.573878	5.784927587587987
SRS018529.571881	1.6114107909468534
SRS013735.572827	6.566670818511072
SRS021463.574029	3.730686562850169
SRS015113.572902	5.931239782925819
SRS021449.571783	5.794882120481092
SRS056255.572719	5.192273444706831
SRS021175.572518	2.817450965682202
SRS011631.571600	5.038871614078335
SRS011472.572346	4.497676476657252
SRS011567.572075	4.956668281484787
SRS021197.575267	4.464001495430667
SRS021255.571888	3.5929440635090866
SRS016883.573261	2.2527796179232267
SRS022002.576295	5.157009080222325
SRS021441.571124	5.805050926552035
SRS021885.570396	2.156256067004963
SRS020948.574031	5.4822098841509455
SRS023001.574098	5.506390373167972
SRS011649.570254	1.8670708355211572
SRS016936.576008	5.686054565967444
SRS015657.572215	5.436896913118206
SRS049206.575533	4.620057324196052
SRS019884.574687	4.516178077927876
SRS011179.572423	2.423987202212949
SRS014341.575166	0.7478680991999361
SRS054649.575053	3.6200274852602954
SRS062682.574435	4.103841637790593
SRS049620.570987	5.7199205700611895
SRS054590.570811	3.181704870561226
SRS015530.575140	4.8299028581588725
SRS065615.572510	4.618326683025378
SRS014452.571048	2.9118313101770155
SRS015127.576329	6.17217949943653
SRS047615.572572	4.050134941488021
SRS017857.576184	3.5009719388118103
SRS011535.574831	5.372416156111608
SRS013512.571145	5.304601822458158
SRS014659.570377	6.521676629035803
SRS019345.574265	5.800329862069896
SRS016630.575910	5.590958009060934
SRS049620.573353	4.9897591179959395
SRS011553.573867	2.9008732992009576
SRS011667.572261	4.7287972982130615
SRS015864.571715	3.9132993925351145
SRS050493.572276	5.332050375325322
SRS011482.570713	6.168820597768379
SRS013267.574976	4.809529584965417
SRS042974.574066	1.866769977937761
SRS056730.571712	3.9532297484069723
SRS016924.575853	6.172335536028817
SRS019310.571761	2.4907691082738124
SRS015462.571524	5.250538994833054
SRS023217.570372	1.1044033970005813
SRS013559.576546	4.315380284090763
SRS011472.574267	4.577042403129939
SRS050257.572040	3.880291447290302
SRS054126.575091	2.520028667273027
SRS023217.574320	1.2492261902505344
SRS015578.571615	5.167487723088722
SRS054236.575638	2.020111913489712
SRS015405.574529	4.309334358633933
SRS047278.575690	4.293704229537325
SRS020563.571709	3.5407395292349966
SRS048785.576258	3.582145705418431
SRS055034.575574	4.460111275096577
SRS011631.571015	5.006308587622496
SRS048008.572082	1.9817945247285462
SRS011531.572733	5.871079634200515
SRS011438.573939	5.295478522387901
SRS042360.574226	5.560671689419604
SRS013585.572048	3.584881501702317
SRS016592.573165	6.466028224066814
SRS014424.571335	5.753779870125533
SRS048853.572732	3.3547612364870556
SRS053469.574018	2.0784620837205594
SRS017212.576461	5.746244404069152
SRS049660.571711	2.3275270598761058
SRS015661.571764	3.2007577529229367
SRS024547.574159	3.5945269259422865
SRS023198.573014	5.085251478858661
SRS063933.570848	4.676666223521456
SRS011535.575897	5.425194136341403
SRS014556.576310	5.996484996484272
SRS011516.570996	5.627939836102833
SRS017521.573614	5.804814726552882
SRS014239.571320	3.412427241728684
SRS021087.576493	4.717246244953683
SRS021065.570555	4.426160250624629
SRS017418.570288	5.9784158768703275
SRS021125.573147	3.3678231523140645
SRS021081.573953	2.309893710542477
SRS019498.573515	4.115905142294652
SRS011506.574471	5.063838969470788
SRS019665.571928	4.707392822808407
SRS017189.570706	4.132004276324221
SRS016267.574460	3.79066072368115
SRS011171.572336	5.880428240580309
SRS016551.571547	3.0431488661354424
SRS018313.575129	4.3986968711822225
SRS054762.571872	5.194713259541378
SRS015817.571868	5.739907185859578
SRS014130.572069	4.259875535921218
SRS017481.575912	4.501562412823495
SRS043603.575241	4.914210656857011
SRS021269.572309	2.5215853825772294
SRS014357.571264	2.5395269363504567
SRS021664.571072	4.620056144386324
SRS017521.574116	5.981014336650828
SRS021322.576579	2.535110097707639
SRS021326.575513	5.210887105596564
SRS063985.573558	4.479293444516282
SRS013474.573185	5.093962535608286
SRS021853.576597	5.434588126607372
SRS015196.574270	5.4462105372639025
SRS015665.573239	6.066046762398364
SRS021318.576595	4.433989639536031
SRS011514.572387	4.542922269191773
SRS011514.570818	4.564776267520791
SRS011516.573546	5.5010842297735385
SRS017191.571061	5.096234692489756
SRS011589.573188	5.646104808091363
SRS011647.573575	1.8178095565640695
SRS019578.571989	5.4460923236333025
SRS016892.572350	4.53917887256479
SRS013216.572775	3.5018499547481983
SRS018607.575108	4.821998387114413
SRS062898.576446	4.437223622403326
SRS017426.573023	5.148362004575953
SRS015468.572711	5.320910437862864
SRS014871.571089	5.628448081043269
SRS065711.574088	5.814243826265214
