	shannon
SRS044146.570376	5.605974425064557
SRS021790.576317	5.952387398853192
SRS015452.575102	5.678089923153135
SRS051667.574338	2.6484136995850647
SRS018698.574948	1.9471975690590433
SRS024005.572126	4.3544740562971285
SRS057494.576141	3.0233628534180816
SRS017794.573569	2.2921561760127505
SRS042550.576386	3.3862360870176738
SRS015601.571241	2.4072953549191225
SRS024181.574723	1.9422493977632012
SRS065158.574089	3.2082542548679736
SRS020320.576046	3.1843838876196924
SRS057864.575286	3.0004819531960956
SRS053457.571483	2.7769381737024035
SRS046142.575397	2.271988218569488
SRS016672.574249	5.447320637744455
SRS050604.575142	2.440052713983061
SRS064399.571426	2.721594503636388
SRS063457.570365	2.2882775769086057
SRS057305.571932	2.507801180658515
SRS052185.576453	3.275439945131571
SRS053403.573940	3.232257532928291
SRS016615.570666	1.9774237913941792
SRS013407.575774	3.45083542094854
SRS047177.575456	3.105064220457171
SRS042788.576324	3.9484724468597983
SRS024122.571774	2.5962458010140805
SRS011375.575715	2.0406576011728137
SRS016895.570246	3.0315651522749087
SRS024187.571103	3.5451493519660238
SRS016621.573864	2.7984240693985325
SRS023134.570976	2.8899591684640353
SRS024124.573293	2.9905001135228466
SRS023137.572351	2.845332854369743
SRS017424.573419	1.858006893419433
SRS018579.574901	2.011085954315756
SRS050528.573069	3.1117584821884985
SRS016050.571218	3.43018751042061
SRS043848.575539	2.307272484384613
SRS020155.574766	4.002092541553732
SRS064616.575366	3.696819478841486
SRS020149.573042	2.5200266397273157
SRS011497.575707	2.880824397356405
SRS015194.575809	4.068632709780717
SRS024359.574542	2.394189935046638
SRS020263.572683	3.3259039536945174
SRS024179.572886	2.5533410968326646
SRS017906.572172	3.0589227125850504
SRS020671.574706	2.038958523804087
SRS055470.570762	3.866342453305987
SRS042527.573675	2.2467434030672964
SRS015774.570905	1.9626264991270275
SRS014972.573420	4.166011039090073
SRS020728.574781	2.0808870324580337
SRS024541.576180	3.358147949471755
SRS024482.575263	3.82023991799247
SRS016612.572428	1.895330329516897
SRS011474.574276	3.1558997863841722
SRS057907.573944	2.4253833054292793
SRS022582.571362	3.5515443399060542
SRS017236.576404	3.8546263414427275
SRS023879.575298	3.0134681713676352
SRS021332.574713	2.3670366610890823
SRS016428.573328	4.386246620558753
SRS021400.570757	3.247043123476109
SRS017233.573463	2.7448529321836497
SRS020783.570733	2.676806468947847
SRS022189.575376	2.9570879221663042
SRS024490.573318	3.3768230894649163
SRS014355.575949	3.5866605343373688
SRS018463.572668	2.354792391991748
SRS043043.575543	2.958508345025153
SRS017422.572507	1.974604358800476
SRS048122.574383	3.0235979969012905
SRS050980.574541	3.1162767917916985
SRS019447.572821	1.8399161964430453
SRS016886.572926	2.263516378917936
SRS064312.570587	4.1626585883825875
SRS024295.573582	3.0141656964894405
SRS013681.572193	5.584285212044087
SRS016781.573234	3.90437933068572
SRS024484.575841	2.270384800982056
SRS055354.573697	2.2017473955661817
SRS017671.570368	2.326863145577
SRS056677.570657	4.610685137246493
SRS018916.571025	3.163667049262647
SRS019830.572020	3.2973034223817077
SRS017148.574026	2.9551752236814375
SRS064781.570890	3.553515234720186
SRS014970.576121	4.08305560496348
SRS016883.574829	2.2861262647236913
SRS024001.575478	2.2307339293837964
SRS024416.573921	2.2681994759100244
SRS016482.576398	2.438242143059807
SRS011474.572016	3.21079810279798
SRS011466.574361	5.133439806800157
SRS017669.572914	2.2280947075706625
SRS015909.572665	3.6460973467248867
SRS022510.570964	3.3869877852013346
SRS011675.576253	2.7779422678838057
SRS054708.571678	2.6953967352972614
SRS017145.572312	2.5010501757947727
SRS055028.576139	2.803204883547094
SRS055630.576478	4.120641672558732
SRS047925.572999	2.2724202402436315
SRS051984.570887	3.443906956243443
SRS051099.575005	2.500272302224776
SRS055231.571584	3.0468172284209376
SRS051865.570380	3.6136872504285287
SRS052268.575713	3.0915793908645517
SRS013678.576382	2.1666314363005874
SRS045849.570511	3.0535853112787756
SRS051535.574691	2.3002659195648727
SRS023821.573962	2.0649173905213463
SRS016783.570346	3.09010007786468
SRS045479.571239	2.199929687017392
SRS051800.574724	2.1116654545587883
SRS056515.576372	2.257081466590961
SRS058182.571737	3.366093543834145
SRS011549.575204	2.62081231216743
SRS018112.572062	2.2750327970280644
SRS020263.571361	3.297728492510975
SRS014877.574847	2.001066097859429
SRS023575.573481	2.3400461865802478
SRS017148.572893	2.3972132754646207
SRS020557.574919	2.9406594061120988
SRS017145.571879	2.935466546148592
SRS015901.576583	2.4991281785222115
SRS021940.572116	2.423744581853978
SRS024181.571907	1.843125688168678
SRS055347.571791	2.043514757440722
SRS022639.575602	3.4899863559451783
SRS058482.574733	2.5027624036081857
SRS020500.572849	2.100814878909982
SRS024293.575173	2.789069859181346
SRS024361.573245	2.6243044693178263
SRS020206.570907	2.752365231648129
SRS051241.571224	2.848333077262809
SRS017151.575329	3.6387962766448596
SRS046302.575495	2.4770422008609243
SRS014833.575607	3.607232997322185
SRS016479.575863	2.0853378386366197
SRS021887.571363	1.935645025630633
SRS021340.573656	2.726389980837653
SRS044511.571507	3.15637377475578
SRS020555.575700	2.853976466029334
SRS023458.570387	2.6492207919629824
SRS024545.575555	4.2097321202351266
SRS021011.573491	2.695923718991346
SRS049599.574136	2.225267272142337
SRS042289.576260	2.7572729161339407
SRS051449.574281	1.9774099286766103
SRS024236.575079	2.275987674101164
SRS015856.571346	2.0161278883444984
SRS011555.576298	2.9000751895365355
SRS014239.574301	3.5150969100218616
SRS014450.575425	2.5762255985538185
SRS016886.573660	2.2745129118787593
SRS023017.570628	2.8881561592697222
SRS016549.573721	4.05148657869458
SRS021569.576243	3.264217447798001
SRS044011.570800	3.259672739413542
SRS062748.570860	2.401638505920243
SRS065597.570951	3.2369303247424845
SRS024712.571432	2.1074104570577896
SRS048224.573800	3.9523336679885017
SRS018025.576434	3.0566549155347604
SRS017908.571014	2.7550770499789743
SRS045403.570322	5.68781058448734
SRS051170.576198	2.953693129341464
SRS015952.573913	2.974601234857209
SRS011640.573144	3.0604941152415726
SRS047561.576419	4.838404612664184
SRS066188.575849	4.194833550022039
SRS050481.574482	6.43697473946429
SRS011486.571677	4.580221231600151
SRS066188.574867	4.461323028127703
SRS024625.570280	4.87362628901942
SRS050733.571338	5.141702132755897
SRS052326.574479	3.6835836373348316
SRS016841.574223	4.993923172834103
SRS022291.574760	4.381567775168764
SRS046382.571580	3.777142172290195
SRS015389.573465	4.615905573031041
SRS054461.575014	4.709709990414257
SRS013543.571468	3.8813004618336784
SRS053335.574838	5.244787082124755
SRS011586.570758	5.523090378613714
SRS057212.575194	2.8142611789265444
SRS044375.572091	2.7053068404713345
SRS018815.573742	2.2167440676605006
SRS011502.574834	3.7303097231413345
SRS048971.576023	2.1853236698869507
SRS018958.572900	2.7300002099755525
SRS022954.574950	2.801878716494806
SRS019079.573141	3.1317756092897375
SRS057421.571430	2.4744212954230536
SRS066188.572188	3.983102163022322
SRS023942.573951	4.126739220962587
SRS049278.571484	2.6503169230643127
SRS016309.574647	2.806025235768308
SRS011580.571946	1.6128309474854765
SRS023887.572680	2.9128540541861234
SRS023019.571533	5.214144484627401
SRS024661.571733	3.462001490522244
SRS050199.573205	5.576194659276504
SRS013676.570620	2.431296527052152
SRS016547.571150	2.2670634377537224
SRS044666.573930	4.179435675918098
SRS045177.574326	2.399339737517104
SRS011575.570893	2.4741227600563684
SRS024238.573754	2.2929616544264304
SRS018910.575887	2.395563093418909
SRS051180.575717	2.975831025569859
SRS018585.575869	3.8749952861874863
SRS066188.575829	4.248311068656403
SRS053348.570566	3.8418079110165286
SRS043122.571304	2.859401275989059
SRS011440.575232	3.1965829961871917
SRS046941.572343	1.860432887647459
SRS023641.573056	3.541698365420909
SRS019498.574102	4.522967316299156
SRS019087.576091	3.55611356707399
SRS018966.572311	3.1730443493028333
SRS043159.575865	3.9850396663243126
SRS011479.573457	3.925805526452017
SRS018457.575440	1.81130855485021
SRS023332.574822	3.1677685092327534
SRS018700.571607	3.2685223970631263
SRS043704.571767	1.6001089035469394
SRS011435.573134	5.994150039647118
SRS024655.571706	2.6812827233621164
SRS050378.574007	3.664184485629939
SRS023395.573692	2.531480105590416
SRS013668.574557	3.830776103312813
SRS019705.573458	3.0177214891717803
SRS022442.570517	2.613164566737206
SRS023083.575625	3.343675489185789
SRS020153.576451	2.9463606188746363
SRS049002.574644	2.8276854708206285
SRS011502.574186	3.7665612516948808
SRS042235.572023	2.9976599515932185
SRS043291.573852	2.7016183791701116
SRS042248.576475	1.8675586911837596
SRS051280.571707	4.59858009451231
SRS019500.572705	2.0172757561337145
SRS043160.574789	1.6174383028336843
SRS053713.571508	1.7176325941467756
SRS020269.570585	3.6923721726047853
SRS018755.572731	3.959745890162117
SRS043400.571599	4.388871023541424
SRS049891.575645	4.660439519460637
SRS018523.574074	4.4017222776609755
SRS011606.571998	3.3980950764179814
SRS055821.572018	3.5610599229117725
SRS058663.570679	4.845231371896993
SRS049647.573842	2.8109819625229653
SRS042117.570939	2.7670557778857874
SRS016950.574149	4.782056713241968
SRS016430.573541	3.719789471055572
SRS019560.575319	3.565104647962968
SRS057938.572483	3.839880005097335
SRS017849.571973	3.243224313451962
SRS014925.576242	3.5607464060588008
SRS063964.573301	3.6981902411183585
SRS064030.574176	2.958458761969199
SRS021631.571542	4.26383881697312
SRS063429.572254	4.103723018757246
SRS015950.571367	2.474693019117229
SRS016889.570363	5.966703344828297
SRS049434.571821	5.10445762464485
SRS017677.575741	3.1484927195844303
SRS057548.572635	2.9712888633322887
SRS022952.571372	3.1968954336301323
SRS011673.575062	2.8850399860379095
SRS011296.571111	2.6376889357496665
SRS043704.572569	1.3713424051219665
SRS066188.575389	3.929141019328049
SRS044605.571558	3.3781014431916305
SRS024482.571120	4.183145720644012
SRS019627.571695	4.090122910403695
SRS020449.576240	2.6789161484216755
SRS063926.572841	2.351299736521678
SRS063324.572433	3.211427943000693
SRS044673.575592	3.252459553612271
SRS046874.572824	3.2314018286486665
SRS011438.570403	5.3458301831715
SRS065073.573202	1.4116527908021148
SRS019880.570984	2.8640885535942116
SRS057843.572517	2.352959989114366
SRS063990.572342	3.305922261543076
SRS019554.572184	3.8228310654438573
SRS052599.571144	6.267175572125503
SRS049760.572890	3.4103706377859617
SRS020269.572266	3.814991901531571
SRS018104.572479	3.096931894909311
SRS023881.575517	2.926259838950419
SRS022771.572246	2.151048007680588
SRS022765.572155	2.7971296190295187
SRS017851.575615	2.695016058078212
SRS019449.571501	2.423991397636798
SRS022705.570312	2.672126927839639
SRS019087.571327	3.603792492608399
SRS013676.572876	2.435068230398253
SRS016207.572175	2.5875582885946233
SRS013666.570967	3.6680183348559527
SRS044141.570684	3.603522745924164
SRS020151.570568	3.071588091980595
SRS016174.572640	3.18790219804782
SRS011497.571714	3.0148633741088346
SRS052312.576402	3.4415524378684244
SRS047619.573200	4.440077988551603
SRS011680.574047	3.703508001708323
SRS011182.571587	4.274359586246889
SRS018860.572869	3.1106124412769622
SRS015450.573348	3.5035505267782736
SRS049292.571999	4.040229692044143
SRS018960.576035	2.3744107635528335
SRS017671.570264	2.397071475591226
SRS011645.575719	2.1105685514235186
SRS046477.571278	4.238627820111235
SRS058379.572570	3.794780508636095
SRS056067.573385	2.4060851949575013
SRS015494.570610	3.6312577661507426
SRS050385.573892	3.0320141096518234
SRS021512.571315	2.725846535200117
SRS017800.576421	3.5504603491712103
SRS017035.572280	3.113857141930003
SRS016213.576322	4.18050721812159
SRS016547.570255	2.264332452398273
SRS014667.575416	2.0845449168250765
SRS021455.572434	2.7030888491397476
SRS066188.573540	4.396680855922683
SRS057878.573774	3.824740177433352
SRS019182.574262	3.608542922323258
SRS016205.573075	3.0818047921171807
SRS047255.572656	3.2068598013288745
SRS018557.572117	5.676699253738436
SRS021457.570754	3.0823151753951263
SRS021277.571169	2.878821924556929
SRS044834.575935	2.1867579489230464
SRS024416.572758	2.2879732123248293
SRS017731.575237	3.576300626710815
SRS017677.570361	3.1079117109456305
SRS048843.574868	3.9284410271863974
SRS016379.570873	3.4450061290347533
SRS018960.573136	2.4854584191244258
SRS020212.575846	3.8001962854936147
SRS015336.575784	2.3978772969921245
SRS022516.574367	2.647941060179615
SRS014617.574173	3.9433114626169528
SRS055988.570721	3.6075303168579578
SRS053553.576181	3.513506127780321
SRS042924.574837	3.413357719690732
SRS011296.571526	2.631021495528172
SRS063623.575328	3.703738929428474
SRS018222.573673	3.370200183072847
SRS064171.573151	5.78870436334584
SRS062964.573468	3.7173888432059354
SRS063154.572623	3.9349277913109515
SRS054730.570966	2.8573625853300437
SRS047772.575100	2.260505551202761
SRS011575.575141	2.4794255408313557
SRS056095.575896	3.720714772924426
SRS018043.571925	2.8927757268558523
SRS052323.574994	3.569670668894008
SRS018761.570521	6.181021843870362
SRS019773.575764	3.195025274808494
SRS017430.572600	2.85228055580783
SRS011557.573851	3.863781259164302
SRS058390.574447	2.4101564512483296
SRS024484.576521	2.7784371058969075
SRS019233.574711	3.3045552999954557
SRS020954.573313	2.9180298263935067
SRS019552.575016	3.2808350289683808
SRS015251.573924	2.711696974025262
SRS016789.570787	3.9226699012897392
SRS046874.570323	3.019386366138165
SRS052055.572743	1.2975608124556846
SRS014450.575503	2.662762361207985
SRS023143.575454	3.2517815223912994
SRS022195.570556	3.7691277395479275
SRS043190.573278	3.307214220187346
SRS013156.572097	3.43491627862469
SRS019308.570920	2.720854575993713
SRS011645.571889	2.1473209308482963
SRS022520.575355	2.094332888855821
SRS042716.576252	3.4429790432471945
SRS050233.575630	2.9174999552973624
SRS011441.570815	3.0851231193512803
SRS023081.573902	2.572368686562022
SRS016553.575183	3.257005203386958
SRS047484.571407	2.935376672301819
SRS019399.576408	2.0355216281075865
SRS015192.576562	3.3959677907821253
SRS017092.575789	2.5392573835252104
SRS055191.574803	3.6489331362453554
SRS052566.574676	2.7001737765754563
SRS065725.572916	2.334480591468476
SRS019180.571167	3.248602191807242
SRS045119.574252	3.955213703788922
SRS047456.572197	3.8295195274068625
SRS054094.572324	2.662545168492773
SRS017373.571205	4.154952972906255
SRS021754.575599	3.5211948145194794
SRS042274.571051	2.5300945424131123
SRS018551.574409	1.9012111560691045
SRS020378.573149	1.6152318851515002
SRS064418.573275	2.6956735861202
SRS049599.572772	1.949091873112635
SRS042543.576376	2.6538849130302435
SRS043568.570788	5.671320314582377
SRS042989.575901	1.9227252029834605
SRS021998.571826	2.743708172288149
SRS021629.570265	4.074197252619519
SRS047619.571817	4.437905688372716
SRS021820.575351	3.5594276982468447
SRS056430.572014	2.435568467889998
SRS019554.570743	3.6964840193094592
SRS050224.576323	1.5940562246624854
SRS011549.575967	2.741343355461231
SRS014617.571396	3.163748531730266
SRS018218.574627	3.2352621290451946
SRS056181.571538	2.2659952511293193
SRS011606.575482	3.4688793938682885
SRS022637.572485	4.0150040583436635
SRS015200.573764	1.3691757132957183
SRS011434.575446	5.790629912971185
SRS022450.573090	3.4598415921152896
SRS049082.573028	3.4581445310596988
SRS022129.572347	4.096736007962445
SRS019079.573989	3.068106225794337
SRS049760.571334	3.1612626569999107
SRS019681.575822	4.835130901592693
SRS065120.575866	2.9295446387683386
SRS015444.571909	3.1231512725674224
SRS046164.571699	3.8085923130628556
SRS024539.573424	3.381979349753447
SRS058765.572867	3.8385100534012384
SRS024424.576036	3.421833376717119
SRS015194.574813	4.473097479490401
SRS023087.575386	3.372495658164747
SRS019558.575175	4.98441162216564
SRS015813.575742	3.1286621774204284
SRS053440.570837	2.6351119147878452
SRS023633.576505	2.0718346463734263
SRS018553.575965	2.031764556860859
SRS050653.571739	2.1536465009452215
SRS015603.571132	2.0208061365547665
SRS065478.575208	1.3988790050194824
SRS065362.571942	2.8988970360447994
SRS019560.574311	3.7006222512903792
SRS056240.571935	2.569979644510987
SRS063168.571244	3.675273178318155
SRS053138.575152	3.20437517411012
SRS019675.576490	3.7504219537063266
SRS017094.571351	2.573667600063166
SRS024238.573830	2.3304836652735914
SRS024721.572809	4.01500096988737
SRS052937.576123	2.966360406642188
SRS016048.572277	2.3203084894873407
SRS050170.573448	3.0592842635341437
SRS052055.575652	1.072301140495545
SRS052195.572740	2.760430561813586
SRS020147.573763	2.661883713148633
SRS047422.574304	2.535463977340754
SRS047862.573358	2.7603561575213
SRS019775.576587	3.055006513509819
SRS046505.575635	2.157202171137718
SRS045463.575000	3.5908697465692585
SRS011677.575859	3.7992238014303186
SRS017032.575228	2.762499159680574
SRS016789.572859	3.9856328979194893
SRS049668.575088	2.395446504725325
SRS018757.570690	3.8171147903715608
SRS023023.574015	3.185620338220882
SRS011659.570722	4.030918547577661
SRS015137.571209	3.4858188955696736
SRS045182.570247	2.8140824506571676
SRS015655.571253	3.085654667561698
SRS015807.574217	3.187316185118699
SRS044071.572873	2.1682176500225516
SRS015496.574152	2.6182227033703325
SRS019231.572341	2.631392034063668
SRS016313.575125	2.3144453495801147
SRS056542.572027	3.182657902327256
SRS046038.574645	3.014854445038483
SRS057481.571091	2.045143589213268
SRS047723.572335	2.998567549504574
SRS047886.576481	2.997490767390427
SRS024244.576454	3.5268741018216194
SRS063700.574285	3.4014781992362875
SRS013261.572512	2.645203096596541
SRS016305.575922	2.438627833733587
SRS023633.572861	2.0630950549745415
SRS058273.574129	3.3635493103745993
SRS065586.576522	2.948292564719412
SRS058381.571366	2.621958486123465
SRS024710.572470	2.2256832453822857
SRS057895.575192	3.4640447861693495
SRS043573.576452	2.5856156015307854
SRS066188.574532	4.0968841103864575
SRS020897.571425	3.2420281030152216
